iter	RMSE
236	0.02738548517
237	0.02737144168
238	0.02725781435
239	0.02710087771
240	0.02697957108
241	0.02679820198
242	0.02665752248
243	0.0266446452
244	0.02658932977
245	0.02657692995
246	0.02646463309
247	0.02630213995
248	0.02628885279
249	0.02627282606
250	0.02626097164
251	0.02621016502
252	0.02615681283
253	0.02601791986
254	0.02600634513
255	0.02585232181
256	0.02583448377
257	0.02577414792
258	0.02571768289
259	0.02561874399
260	0.02560759596
261	0.02548992096
262	0.02547776462
263	0.02546581842
264	0.02534700096
265	0.02533543782
266	0.0253241886
267	0.02520998874
268	0.02511858792
269	0.02503007038
270	0.02501960766
271	0.02499522438
272	0.02497200502
273	0.02488169579
274	0.02487087381
275	0.02478938322
276	0.02466163456
277	0.02465163669
278	0.02464190536
279	0.02463151709
280	0.02461371427
281	0.02453849671
282	0.02452891218
283	0.02449188343
284	0.02440365234
285	0.02425604939
286	0.0242158191
287	0.02420628123
288	0.02412793448
289	0.02400312622
290	0.02394181145
291	0.02382475234
292	0.02373591096
293	0.02372647028
294	0.02363687933
295	0.02362776657
296	0.02361889424
297	0.02360575849
298	0.02359620619
299	0.02358802882
300	0.02350822953
301	0.02349813607
302	0.0234109521
303	0.02334803637
304	0.02333574068
305	0.02328549101
306	0.02325085268
307	0.02324255622
308	0.02321886379
309	0.02312839925
310	0.02312032179
311	0.0230131829
312	0.02299290037
313	0.02298372744
314	0.02294456939
315	0.02289916582
316	0.0228912672
317	0.02279545983
318	0.02267815605
319	0.02267009157
320	0.0226602859
321	0.02257648447
322	0.02253423278
323	0.02252635459
324	0.02245467488
325	0.02244696537
326	0.02243937737
327	0.02239389525
328	0.02238297854
329	0.02234274552
330	0.02228060355
331	0.02227318306
332	0.02226205547
333	0.02224627349
334	0.02214619217
335	0.02213792378
336	0.02213087765
337	0.02212366364
338	0.02210742057
339	0.02201343092
340	0.02200624326
341	0.02196369909
342	0.02195698211
343	0.02193005749
344	0.02188870923
345	0.02188168006
346	0.02181174152
347	0.02179676548
348	0.02178398879
349	0.02177704208
350	0.02176700427
351	0.02176042458
352	0.02175074047
353	0.02174396932
354	0.02168629095
355	0.0216797707
356	0.02167335723
357	0.02166671208
358	0.02159663594
359	0.02156782615
360	0.02156108259
361	0.02155452287
362	0.02154748111
363	0.02154118358
364	0.0215200646
365	0.02151407208
366	0.02142781239
367	0.02142136159
368	0.0214150164
369	0.02140872646
370	0.02140267029
371	0.02139672972
372	0.02138515228
373	0.02132500229
374	0.02131891657
375	0.02125444605
376	0.02116432067
377	0.02115825399
378	0.02114981482
379	0.02114383056
380	0.0211327404
381	0.02111270551
382	0.02110477527
383	0.02109919146
384	0.02109334302
385	0.02104507866
386	0.02103658874
387	0.02103075204
388	0.02093915642
389	0.02093336502
390	0.02085083062
391	0.02078261317
392	0.02075852763
393	0.02075268565
394	0.02072282045
395	0.0207172731
396	0.02071018904
397	0.0206666899
398	0.0206610163
399	0.02065587878
400	0.02060243352
401	0.02059682215
402	0.0205882109
403	0.02058048815
404	0.02057500795
405	0.02056977175
406	0.02054617683
407	0.02054044077
408	0.02048402899
409	0.02044086535
410	0.02043554543
411	0.02043031065
412	0.02042434055
413	0.02041412869
414	0.02040850751
415	0.02040339601
416	0.02039840101
417	0.02031727966
418	0.02030498823
419	0.02030000642
420	0.0202942711
421	0.02022332388
422	0.02021781755
423	0.02015981118
424	0.020125663
425	0.02011989201
426	0.02004610463
427	0.02004084779
428	0.0200348939
429	0.02001904032
430	0.01995772864
431	0.01993515978
432	0.01992985275
433	0.01991859944
434	0.01991368556
435	0.0199085646
436	0.01986097608
437	0.0197788637
438	0.01977378784
439	0.01972726378
440	0.01969677229
441	0.01964819574
442	0.01964319967
443	0.01963716725
444	0.01963193751
445	0.01960071121
446	0.01959580766
447	0.01958902014
448	0.01953836054
449	0.01953369382
450	0.0195290134
451	0.01945946036
452	0.01945396985
453	0.01935508428
454	0.01934951303
455	0.01934327774
456	0.01933589241
457	0.01932503815
458	0.01932017595
459	0.01927276552
460	0.01926617087
461	0.01922910463
462	0.01922446243
463	0.01921986074
464	0.01921097913
465	0.01920432273
466	0.01919654078
467	0.01918970586
468	0.01918495665
469	0.01917977082
